Source, SourceLong, SourceLat, Destination, DestLong, DestLat, Driving Distance (m), Driving Time (s)
MOUNT IDA COLLEGE,-71.1947,42.2932,ARBOUR FULLER HOSPITAL,-71.3611,41.9241,50323.1,2776.8
MOUNT IDA COLLEGE,-71.1947,42.2932,ARBOUR HUMAN RESOURCE INSTITUTE,-71.1212,42.3508,12668.1,983.4
MOUNT IDA COLLEGE,-71.1947,42.2932,SHRINERS' HOSPITAL FOR CHILDREN,-71.0663,42.3631,15567.1,1242.2
MOUNT IDA COLLEGE,-71.1947,42.2932,SPAULDING REHABILITATION HOSPITAL,-71.0491,42.3785,18507,1469.5
MOUNT IDA COLLEGE,-71.1947,42.2932,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,-71.1457,41.7075,79999.1,3966.9
MOUNT IDA COLLEGE,-71.1947,42.2932,BAY RIDGE HOSPITAL BEVERLY,-70.9568,42.4716,32785,2297.3
MOUNT IDA COLLEGE,-71.1947,42.2932,HEALTHSOUTH REHABILITATION HOSPITAL OF WESTERN MASS,-72.4721,42.1558,123007,5816
MOUNT IDA COLLEGE,-71.1947,42.2932,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,-71.2369,42.2771,6465,642.8
MOUNT IDA COLLEGE,-71.1947,42.2932,VIBRA HOSPITAL OF SOUTHWESTERN MASSACHUSETTS,-70.9458,41.7407,78140.8,3962.5
MOUNT IDA COLLEGE,-71.1947,42.2932,NORWOOD HOSPITAL,-71.2021,42.189,15563,1131.1
MOUNT IDA COLLEGE,-71.1947,42.2932,SPAULDING REHABILITATION HOSPITAL CAPE COD,-70.4681,41.733,100136,5347.2
MOUNT IDA COLLEGE,-71.1947,42.2932,CAMBRIDGE HEALTH ALLIANCE - SOMERVILLE CAMPUS,-71.1094,42.39,18490,1439.3
MOUNT IDA COLLEGE,-71.1947,42.2932,SHRINERS' HOSPITAL FOR CHILDREN,-72.5924,42.1213,132881,6225.1
MOUNT IDA COLLEGE,-71.1947,42.2932,ADCARE HOSPITAL OF WORCESTER INC,-71.7949,42.2764,62067.8,3213.8
MOUNT IDA COLLEGE,-71.1947,42.2932,EDITH NOURSE ROGERS MEMORIAL VETERANS HOSPITAL,-71.2744,42.5047,30648.4,2001.7
MOUNT IDA COLLEGE,-71.1947,42.2932,AMESBURY HEALTH CENTER,-70.9334,42.8484,78592,4321.4
MOUNT IDA COLLEGE,-71.1947,42.2932,BETH ISRAEL DEACONESS MEDICAL CENTER - WEST CAMPUS,-71.1092,42.3379,10324.9,904.4
MOUNT IDA COLLEGE,-71.1947,42.2932,ARBOUR HOSPITAL THE,-71.1123,42.3158,8769.4,810.8
MOUNT IDA COLLEGE,-71.1947,42.2932,CAPE COD & ISLANDS COMMUNITY MENTAL HEALTH CENTER,-70.6024,41.6884,105020,5187.6
MOUNT IDA COLLEGE,-71.1947,42.2932,BOURNEWOOD HOSPITAL,-71.1493,42.2983,5575.7,508.7
MOUNT IDA COLLEGE,-71.1947,42.2932,NORTHEAST HOSPITAL CORPORATION - ADDISON GILBERT CAMPUS,-70.6806,42.6255,70822.5,4159.8
MOUNT IDA COLLEGE,-71.1947,42.2932,VIBRA HOSPITAL OF WESTERN MASS CENTRAL CAMPUS,-71.8988,42.2019,70053.1,3681.2
MOUNT IDA COLLEGE,-71.1947,42.2932,WORCESTER RECOVERY CENTER AND HOSPITAL,-71.7691,42.2797,62131.1,3328.5
MOUNT IDA COLLEGE,-71.1947,42.2932,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,-71.1426,42.35,11385.1,928.7
MOUNT IDA COLLEGE,-71.1947,42.2932,SPAULDING HOSPITAL FOR CONTINUING MED CARE CAMBRIDGE,-71.1069,42.3753,16790.8,1289.4
MOUNT IDA COLLEGE,-71.1947,42.2932,WESTERN MASSACHUSETTS HOSPITAL,-72.7009,42.1104,146898,7065.9
MOUNT IDA COLLEGE,-71.1947,42.2932,MCLEAN HOSPITAL CORPORATION,-71.1913,42.3937,14480.6,1216.1
MOUNT IDA COLLEGE,-71.1947,42.2932,PAPPAS REHABILITATION HOSPITAL FOR CHILDREN,-71.1253,42.176,20042.3,1352.4
MOUNT IDA COLLEGE,-71.1947,42.2932,QUINCY MEDICAL CENTER,-71.0138,42.2509,20408.2,1512.9
MOUNT IDA COLLEGE,-71.1947,42.2932,STURDY MEMORIAL HOSPITAL,-71.2748,41.942,46851.4,2679
MOUNT IDA COLLEGE,-71.1947,42.2932,MORTON HOSPITAL AND MEDICAL CENTER,-71.0945,41.9062,58530.3,3128.1
MOUNT IDA COLLEGE,-71.1947,42.2932,SAINT ANNE'S HOSPITAL,-71.1637,41.6926,81175,4013.2
MOUNT IDA COLLEGE,-71.1947,42.2932,FAIRVIEW HOSPITAL,-73.3719,42.1911,211859,10087.6
MOUNT IDA COLLEGE,-71.1947,42.2932,FALMOUTH HOSPITAL,-70.6223,41.5642,119245,5931.4
MOUNT IDA COLLEGE,-71.1947,42.2932,NANTUCKET COTTAGE HOSPITAL,-70.1008,41.2752,167411,14774.4
MOUNT IDA COLLEGE,-71.1947,42.2932,BETH ISRAEL DEACONESS MEDICAL CENTER - EAST CAMPUS,-71.1051,42.3395,10517.9,925.6
MOUNT IDA COLLEGE,-71.1947,42.2932,BOSTON MEDICAL CENTER - MENINO CAMPUS,-71.0732,42.3347,13411.9,1104.8
MOUNT IDA COLLEGE,-71.1947,42.2932,MASSACHUSETTS EYE AND EAR INFIRMARY,-71.0701,42.3629,15469.8,1224.7
MOUNT IDA COLLEGE,-71.1947,42.2932,CHILDREN'S HOSPITAL BOSTON,-71.1064,42.3372,10555,961.2
MOUNT IDA COLLEGE,-71.1947,42.2932,HEALTH ALLIANCE HOSPITAL - BURBANK CAMPUS,-71.806,42.5977,75285.9,4196
MOUNT IDA COLLEGE,-71.1947,42.2932,HEALTH ALLIANCE HOSPITAL - LEOMINSTER CAMPUS,-71.7624,42.5411,67403.3,3707
MOUNT IDA COLLEGE,-71.1947,42.2932,HALLMARK HEALTH SYSTEM - MELROSE-WAKEFIELD HOSPITAL CAMPUS,-71.0609,42.4605,27973.8,2039.6
MOUNT IDA COLLEGE,-71.1947,42.2932,MARLBOROUGH HOSPITAL,-71.5546,42.3553,37687,2519.6
MOUNT IDA COLLEGE,-71.1947,42.2932,METROWEST MEDICAL CENTER - FRAMINGHAM CAMPUS,-71.4186,42.2852,23751,1637.8
MOUNT IDA COLLEGE,-71.1947,42.2932,BAYSTATE MARY LANE HOSPITAL,-72.2428,42.2536,107132,5768.1
MOUNT IDA COLLEGE,-71.1947,42.2932,HOLY FAMILY HOSPITAL AND MEDICAL CENTER,-71.1683,42.7277,60004.9,3391.2
MOUNT IDA COLLEGE,-71.1947,42.2932,MCLEAN SOUTHEAST,-70.916,41.9017,62320.3,3260.2
MOUNT IDA COLLEGE,-71.1947,42.2932,WHITTIER PAVILION,-71.0732,42.7785,69978,3848.4
MOUNT IDA COLLEGE,-71.1947,42.2932,VIBRA HOSPITAL OF WESTERN MASSACHUSETTS,-72.5474,42.1205,131668,6236.3
MOUNT IDA COLLEGE,-71.1947,42.2932,HEBREW REHABILITATION CENTER,-71.1318,42.2968,6456.2,553.1
MOUNT IDA COLLEGE,-71.1947,42.2932,LEMUEL SATTUCK HOSPITAL,-71.1017,42.2996,10472.2,846.5
MOUNT IDA COLLEGE,-71.1947,42.2932,HEBREW REHABILITATION CENTER AT DEDHAM,-71.195,42.2665,9378.8,830.2
MOUNT IDA COLLEGE,-71.1947,42.2932,WESTWOOD/PEMBROKE HEALTH SYSTEM PEMBROKE,-70.7645,42.0976,49730.6,2971.6
MOUNT IDA COLLEGE,-71.1947,42.2932,WALDEN BEHAVIORAL CARE LLC,-71.2493,42.3696,13577.8,993.9
MOUNT IDA COLLEGE,-71.1947,42.2932,NEW ENGLAND SINAI HOSPITAL,-71.0988,42.1446,24128.4,1619.4
MOUNT IDA COLLEGE,-71.1947,42.2932,MARTHA'S VINEYARD HOSPITAL,-70.5798,41.4608,141092,9339.8
MOUNT IDA COLLEGE,-71.1947,42.2932,SOUTHCOAST HOSPITALS GROUP - ST. LUKE'S HOSPITAL,-70.9384,41.6264,91420,4483.7
MOUNT IDA COLLEGE,-71.1947,42.2932,BERKSHIRE MEDICAL CENTER - BERKSHIRE CAMPUS,-73.2492,42.46,211355,10047.7
MOUNT IDA COLLEGE,-71.1947,42.2932,CAPE COD HOSPITAL,-70.2729,41.6534,119508,6407
MOUNT IDA COLLEGE,-71.1947,42.2932,CARITAS CARNEY HOSPITAL,-71.0654,42.2775,15231.5,1147.1
MOUNT IDA COLLEGE,-71.1947,42.2932,CLINTON HOSPITAL,-71.6929,42.4275,59706.4,3664.5
MOUNT IDA COLLEGE,-71.1947,42.2932,HEYWOOD HOSPITAL,-71.9871,42.5863,89112.9,4847.7
MOUNT IDA COLLEGE,-71.1947,42.2932,UMASS MEMORIAL MEDICAL CENTER - MEMORIAL CAMPUS,-71.7923,42.2729,61837.8,3245.9
MOUNT IDA COLLEGE,-71.1947,42.2932,SAINTS MEDICAL CENTER,-71.3008,42.6457,49734.4,2841
MOUNT IDA COLLEGE,-71.1947,42.2932,NEWTON-WELLESLEY HOSPITAL,-71.246,42.3312,8499.2,710.8
MOUNT IDA COLLEGE,-71.1947,42.2932,CAMBRIDGE HEALTH ALLIANCE - CAMBRIDGE CAMPUS,-71.1041,42.3745,16387.2,1273.6
MOUNT IDA COLLEGE,-71.1947,42.2932,CAMBRIDGE HEALTH ALLIANCE - WHIDDEN MEMORIAL CAMPUS,-71.0394,42.4093,23327.7,1709.9
MOUNT IDA COLLEGE,-71.1947,42.2932,MERCY MEDICAL CENTER - PROVIDENCE BEHAVIORAL HEALTH HOSPITAL CAMPUS,-72.634,42.1659,137117,6385.4
MOUNT IDA COLLEGE,-71.1947,42.2932,BAYSTATE MEDICAL CENTER,-72.6032,42.1217,134720,6342.5
MOUNT IDA COLLEGE,-71.1947,42.2932,VA MEDICAL CENTER - BROCKTON DIVISION,-71.0539,42.063,36803.9,2104.3
MOUNT IDA COLLEGE,-71.1947,42.2932,VA CENTRAL WESTERN MASSACHUSETTS HEALTHCARE SYSTEM,-72.6824,42.3495,157765,7764.7
MOUNT IDA COLLEGE,-71.1947,42.2932,BOSTON CHILDREN'S,-71.2496,42.3691,13916.9,1049.8
MOUNT IDA COLLEGE,-71.1947,42.2932,KINDRED HOSPITAL NORTHEAST - STOUGHTON,-71.0816,42.1007,28564.6,1818.5
MOUNT IDA COLLEGE,-71.1947,42.2932,HEALTHSOUTH NEW ENGLAND REH AT LOWELL,-71.3669,42.6452,52001.8,3004.3
MOUNT IDA COLLEGE,-71.1947,42.2932,HEALTHSOUTH NEW ENGLAND REHABILIATION AT BEVERLY,-70.8872,42.561,46819.7,3160.3
MOUNT IDA COLLEGE,-71.1947,42.2932,SOUTHCOAST BEHAVIORAL HEALTH,-70.9847,41.6727,89104.1,4543.3
MOUNT IDA COLLEGE,-71.1947,42.2932,ST. ELIZABETH'S MEDICAL CENTER,-71.1485,42.3487,10913.2,932.9
MOUNT IDA COLLEGE,-71.1947,42.2932,NORTHAMPTON VA MEDICAL CENTER,-72.6824,42.3496,158062,7840.7
MOUNT IDA COLLEGE,-71.1947,42.2932,LOWELL GENERAL HOSPITAL,-71.3421,42.6472,50553.7,2947
MOUNT IDA COLLEGE,-71.1947,42.2932,TAUNTON STATE HOSPITAL,-71.1022,41.9127,54988.1,3171.5
MOUNT IDA COLLEGE,-71.1947,42.2932,TEWKSBURY HOSPITAL,-71.2182,42.6071,46862.6,2981.6
MOUNT IDA COLLEGE,-71.1947,42.2932,HEALTHSOUTH NEW ENGLAND REHABILITATION HOSPITAL,-71.1619,42.4634,22439.1,1735.9
MOUNT IDA COLLEGE,-71.1947,42.2932,BETH ISRAEL DEACONESS HOSPITAL MILTON,-71.0772,42.2513,17165.9,1268.4
MOUNT IDA COLLEGE,-71.1947,42.2932,LAHEY MEDICAL CENTER - PEABODY,-70.9464,42.5372,44422.8,2843
MOUNT IDA COLLEGE,-71.1947,42.2932,KINDRED HOSPITAL BOSTON - NORTH SHORE,-70.9382,42.5289,44008.2,2848
MOUNT IDA COLLEGE,-71.1947,42.2932,HARRINGTON MEMORIAL HOSPITAL,-72.0421,42.0786,91103.8,4490.6
MOUNT IDA COLLEGE,-71.1947,42.2932,COOLEY DICKINSON HOSPITAL,-72.6532,42.3302,154016,7508.9
MOUNT IDA COLLEGE,-71.1947,42.2932,SOUTHCOAST HOSPITALS GROUP - TOBEY HOSPITAL CAMPUS,-70.7144,41.7561,85042.7,4319.9
MOUNT IDA COLLEGE,-71.1947,42.2932,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,-70.6451,41.9428,72261.4,4021.3
MOUNT IDA COLLEGE,-71.1947,42.2932,NEW ENGLAND BAPTIST HOSPITAL,-71.1077,42.3297,10145.6,853.9
MOUNT IDA COLLEGE,-71.1947,42.2932,MERRIMACK VALLEY HOSPITAL,-71.0448,42.7653,72535.4,3999.5
MOUNT IDA COLLEGE,-71.1947,42.2932,MASSACHUSETTS GENERAL HOSPITAL,-71.0693,42.3626,15314.3,1223.2
MOUNT IDA COLLEGE,-71.1947,42.2932,WESTWOOD/PEMBROKE HEALTH SYSTEM WESTWOOD,-71.2241,42.2065,14372.9,1091.2
MOUNT IDA COLLEGE,-71.1947,42.2932,FAIRLAWN REHABILITATION HOSPITAL,-71.8354,42.2601,64660.3,3435.8
MOUNT IDA COLLEGE,-71.1947,42.2932,NORTH SHORE MEDICAL CENTER  - UNION CAMPUS,-70.9799,42.5018,39279.7,2560.5
MOUNT IDA COLLEGE,-71.1947,42.2932,BERKSHIRE MEDICAL CENTER - HILLCREST CAMPUS,-73.2807,42.4581,213289,10261.7
MOUNT IDA COLLEGE,-71.1947,42.2932,DANA-FARBER CANCER INSTITUTE,-71.1082,42.3376,10144.5,876.4
MOUNT IDA COLLEGE,-71.1947,42.2932,FAULKNER HOSPITAL,-71.1283,42.3015,7190.2,611.4
MOUNT IDA COLLEGE,-71.1947,42.2932,MILFORD REGIONAL MEDICAL CENTER,-71.5282,42.1334,38609.3,2968.7
MOUNT IDA COLLEGE,-71.1947,42.2932,SAINT VINCENT HOSPITAL,-71.7915,42.2498,59663.1,3124.4
MOUNT IDA COLLEGE,-71.1947,42.2932,NASHOBA VALLEY MEDICAL CENTER,-71.5739,42.5775,56230.7,3280.3
MOUNT IDA COLLEGE,-71.1947,42.2932,MOUNT AUBURN HOSPITAL,-71.1343,42.3741,13785.2,1112.1
MOUNT IDA COLLEGE,-71.1947,42.2932,HOLYOKE MEDICAL CENTER,-72.6276,42.2003,135693,6402.1
MOUNT IDA COLLEGE,-71.1947,42.2932,NOBLE HOSPITAL,-72.7596,42.1183,147510,6927.7
MOUNT IDA COLLEGE,-71.1947,42.2932,SOUTH SHORE HOSPITAL,-70.9541,42.176,31020.9,1999.8
MOUNT IDA COLLEGE,-71.1947,42.2932,SOUTHCOAST HOSPITALS GROUP - CHARLTON MEMORIAL HOSPITAL,-71.146,41.7094,80021.9,4007.6
MOUNT IDA COLLEGE,-71.1947,42.2932,NORTH ADAMS REGIONAL HOSPITAL,-73.1095,42.7071,208282,12102.8
MOUNT IDA COLLEGE,-71.1947,42.2932,ANNA JAQUES HOSPITAL,-70.8911,42.8144,74881.5,4178
MOUNT IDA COLLEGE,-71.1947,42.2932,LAWRENCE GENERAL HOSPITAL,-71.1501,42.71,57879.6,3292.1
MOUNT IDA COLLEGE,-71.1947,42.2932,TUFTS MEDICAL CENTER,-71.064,42.3499,14273.4,1124.7
MOUNT IDA COLLEGE,-71.1947,42.2932,BOSTON MEDICAL CENTER - EAST NEWTON CAMPUS,-71.0706,42.337,13806.5,1152.8
MOUNT IDA COLLEGE,-71.1947,42.2932,BRIGHAM AND WOMEN'S HOSPITAL,-71.1068,42.3359,10238.2,867.8
MOUNT IDA COLLEGE,-71.1947,42.2932,ATHOL MEMORIAL HOSPITAL,-72.2089,42.5855,106845,5748.1
MOUNT IDA COLLEGE,-71.1947,42.2932,UMASS MEMORIAL MEDICAL CENTER - UNIVERSITY CAMPUS,-71.7617,42.2778,61152.4,3200
MOUNT IDA COLLEGE,-71.1947,42.2932,EMERSON HOSPITAL,-71.3758,42.4517,31131.1,1885.5
MOUNT IDA COLLEGE,-71.1947,42.2932,METROWEST MEDICAL CENTER - LEONARD MORSE CAMPUS,-71.3356,42.28,15208.7,1260.1
MOUNT IDA COLLEGE,-71.1947,42.2932,WINCHESTER HOSPITAL,-71.1228,42.466,24785.3,1844.1
MOUNT IDA COLLEGE,-71.1947,42.2932,LAHEY CLINIC MEDICAL CENTER,-71.1989,42.4883,31331.7,1844.8
MOUNT IDA COLLEGE,-71.1947,42.2932,BAYSTATE FRANKLIN MEDICAL CENTER,-72.5923,42.5957,146208,7946.2
MOUNT IDA COLLEGE,-71.1947,42.2932,MERCY MEDICAL CENTER - SPRINGFIELD CAMPUS,-72.5933,42.1151,133570,6265.2
MOUNT IDA COLLEGE,-71.1947,42.2932,BAY STATE WING MEMORIAL HOSPITAL AND MEDICAL CENTERS,-72.3418,42.1696,112208,5370.1
MOUNT IDA COLLEGE,-71.1947,42.2932,NORTHEAST HOSPITAL CORPORATION - BEVERLY CAMPUS,-70.8757,42.5641,46698.8,3130.1
MOUNT IDA COLLEGE,-71.1947,42.2932,NORTH SHORE MEDICAL CENTER  - SALEM CAMPUS,-70.9068,42.5111,40653.1,2726.1
MOUNT IDA COLLEGE,-71.1947,42.2932,HALLMARK HEALTH SYSTEM - LAWRENCE MEMORIAL HOSPITAL CAMPUS,-71.1114,42.4259,21367.5,1629.8
MOUNT IDA COLLEGE,-71.1947,42.2932,VA MEDICAL CENTER - WEST ROXBURY DIVISION,-71.1717,42.2746,4612,464.2
MOUNT IDA COLLEGE,-71.1947,42.2932,BALDPATE HOSPITAL,-71.0111,42.7052,62158.3,3785.2
MOUNT IDA COLLEGE,-71.1947,42.2932,KINDRED HOSPITAL BOSTON,-71.1419,42.3466,10754,901.3
MOUNT IDA COLLEGE,-71.1947,42.2932,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,-71.1103,42.327,10057,874.5
MOUNT IDA COLLEGE,-71.1947,42.2932,HIGH POINT TREATMENT CENTER,-70.9145,41.8944,62672.7,3282.2
MOUNT IDA COLLEGE,-71.1947,42.2932,WHITTIER REHABILITATION HOSPITAL,-71.5678,42.2765,38694.8,2507.7
MOUNT IDA COLLEGE,-71.1947,42.2932,HEALTHSOUTH BRAINTREE REHABILITATION HOSPITAL,-71.0185,42.1981,28497.5,1869.8
MOUNT IDA COLLEGE,-71.1947,42.2932,GOOD SAMARITAN MEDICAL CENTER,-71.0619,42.0979,32721.3,1965.6
MOUNT IDA COLLEGE,-71.1947,42.2932,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,-70.9915,42.0879,38609,2350.6
MOUNT IDA COLLEGE,-71.1947,42.2932,NORCAP LODGE,-71.2411,42.0501,32812.7,1931
MOUNT IDA COLLEGE,-71.1947,42.2932,WHITTIER REHABILITATION HOSPITAL BRADFORD,-71.1189,42.7616,65938.2,3730.9
REGIS COLLEGE,-71.3091,42.3511,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,-71.0707,42.3363,23263.9,1474.6
REGIS COLLEGE,-71.3091,42.3511,ARBOUR FULLER HOSPITAL,-71.3611,41.9241,61400.4,3308.1
REGIS COLLEGE,-71.3091,42.3511,ARBOUR HUMAN RESOURCE INSTITUTE,-71.1212,42.3508,17407.6,1218.4
REGIS COLLEGE,-71.3091,42.3511,SHRINERS' HOSPITAL FOR CHILDREN,-71.0663,42.3631,23372.4,1467.3
REGIS COLLEGE,-71.3091,42.3511,SPAULDING REHABILITATION HOSPITAL,-71.0491,42.3785,25452.1,1649.9
REGIS COLLEGE,-71.3091,42.3511,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,-71.1457,41.7075,90543.8,4426.6
REGIS COLLEGE,-71.3091,42.3511,BAY RIDGE HOSPITAL BEVERLY,-70.9568,42.4716,39156.2,2441.7
REGIS COLLEGE,-71.3091,42.3511,HEALTHSOUTH REHABILITATION HOSPITAL OF WESTERN MASS,-72.4721,42.1558,111462,5202.7
REGIS COLLEGE,-71.3091,42.3511,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,-71.2369,42.2771,13973.2,1000.1
REGIS COLLEGE,-71.3091,42.3511,VIBRA HOSPITAL OF SOUTHWESTERN MASSACHUSETTS,-70.9458,41.7407,88685.5,4422.2
REGIS COLLEGE,-71.3091,42.3511,NORWOOD HOSPITAL,-71.2021,42.189,25841,1659.2
REGIS COLLEGE,-71.3091,42.3511,SPAULDING REHABILITATION HOSPITAL CAPE COD,-70.4681,41.733,114381,5885.5
REGIS COLLEGE,-71.3091,42.3511,CAMBRIDGE HEALTH ALLIANCE - SOMERVILLE CAMPUS,-71.1094,42.39,22203.9,1534.4
REGIS COLLEGE,-71.3091,42.3511,SHRINERS' HOSPITAL FOR CHILDREN,-72.5924,42.1213,121336,5611.8
REGIS COLLEGE,-71.3091,42.3511,ADCARE HOSPITAL OF WORCESTER INC,-71.7949,42.2764,50523.2,2600.5
REGIS COLLEGE,-71.3091,42.3511,EDITH NOURSE ROGERS MEMORIAL VETERANS HOSPITAL,-71.2744,42.5047,22392.2,1598.9
REGIS COLLEGE,-71.3091,42.3511,AMESBURY HEALTH CENTER,-70.9334,42.8484,82687.9,4151.3
REGIS COLLEGE,-71.3091,42.3511,BETH ISRAEL DEACONESS MEDICAL CENTER - WEST CAMPUS,-71.1092,42.3379,21227.1,1422.7
REGIS COLLEGE,-71.3091,42.3511,ARBOUR HOSPITAL THE,-71.1123,42.3158,21132.8,1610
REGIS COLLEGE,-71.3091,42.3511,CAPE COD & ISLANDS COMMUNITY MENTAL HEALTH CENTER,-70.6024,41.6884,115564,5647.3
REGIS COLLEGE,-71.3091,42.3511,BOURNEWOOD HOSPITAL,-71.1493,42.2983,17939.2,1307.9
REGIS COLLEGE,-71.3091,42.3511,NORTHEAST HOSPITAL CORPORATION - ADDISON GILBERT CAMPUS,-70.6806,42.6255,72283.2,3920.1
REGIS COLLEGE,-71.3091,42.3511,VIBRA HOSPITAL OF WESTERN MASS CENTRAL CAMPUS,-71.8988,42.2019,58508.5,3067.9
REGIS COLLEGE,-71.3091,42.3511,WORCESTER RECOVERY CENTER AND HOSPITAL,-71.7691,42.2797,50586.6,2715.2
REGIS COLLEGE,-71.3091,42.3511,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,-71.1426,42.35,15633.3,1178.5
REGIS COLLEGE,-71.3091,42.3511,SPAULDING HOSPITAL FOR CONTINUING MED CARE CAMBRIDGE,-71.1069,42.3753,20504.7,1384.5
REGIS COLLEGE,-71.3091,42.3511,WESTERN MASSACHUSETTS HOSPITAL,-72.7009,42.1104,135353,6452.6
REGIS COLLEGE,-71.3091,42.3511,MCLEAN HOSPITAL CORPORATION,-71.1913,42.3937,12350.3,1018.8
REGIS COLLEGE,-71.3091,42.3511,PAPPAS REHABILITATION HOSPITAL FOR CHILDREN,-71.1253,42.176,30587.1,1812.1
REGIS COLLEGE,-71.3091,42.3511,QUINCY MEDICAL CENTER,-71.0138,42.2509,37559.6,2264
REGIS COLLEGE,-71.3091,42.3511,STURDY MEMORIAL HOSPITAL,-71.2748,41.942,57928.7,3210.3
REGIS COLLEGE,-71.3091,42.3511,MORTON HOSPITAL AND MEDICAL CENTER,-71.0945,41.9062,69075.1,3587.8
REGIS COLLEGE,-71.3091,42.3511,SAINT ANNE'S HOSPITAL,-71.1637,41.6926,91719.8,4472.9
REGIS COLLEGE,-71.3091,42.3511,FAIRVIEW HOSPITAL,-73.3719,42.1911,200314,9474.3
REGIS COLLEGE,-71.3091,42.3511,FALMOUTH HOSPITAL,-70.6223,41.5642,129789,6391.1
REGIS COLLEGE,-71.3091,42.3511,NANTUCKET COTTAGE HOSPITAL,-70.1008,41.2752,181656,15312.7
REGIS COLLEGE,-71.3091,42.3511,BETH ISRAEL DEACONESS MEDICAL CENTER - EAST CAMPUS,-71.1051,42.3395,20727.6,1409.9
REGIS COLLEGE,-71.3091,42.3511,BOSTON MEDICAL CENTER - MENINO CAMPUS,-71.0732,42.3347,23435.8,1477.5
REGIS COLLEGE,-71.3091,42.3511,MASSACHUSETTS EYE AND EAR INFIRMARY,-71.0701,42.3629,22442.9,1418.9
REGIS COLLEGE,-71.3091,42.3511,CHILDREN'S HOSPITAL BOSTON,-71.1064,42.3372,21253.3,1466.5
REGIS COLLEGE,-71.3091,42.3511,HEALTH ALLIANCE HOSPITAL - BURBANK CAMPUS,-71.806,42.5977,67029.7,3793.2
REGIS COLLEGE,-71.3091,42.3511,HEALTH ALLIANCE HOSPITAL - LEOMINSTER CAMPUS,-71.7624,42.5411,59147.1,3304.2
REGIS COLLEGE,-71.3091,42.3511,HALLMARK HEALTH SYSTEM - MELROSE-WAKEFIELD HOSPITAL CAMPUS,-71.0609,42.4605,29113.7,2100.6
REGIS COLLEGE,-71.3091,42.3511,MARLBOROUGH HOSPITAL,-71.5546,42.3553,25286.1,1758.4
REGIS COLLEGE,-71.3091,42.3511,METROWEST MEDICAL CENTER - FRAMINGHAM CAMPUS,-71.4186,42.2852,13722.9,1138.1
REGIS COLLEGE,-71.3091,42.3511,BAYSTATE MARY LANE HOSPITAL,-72.2428,42.2536,95587.9,5154.8
REGIS COLLEGE,-71.3091,42.3511,HOLY FAMILY HOSPITAL AND MEDICAL CENTER,-71.1683,42.7277,57806.4,3123.7
REGIS COLLEGE,-71.3091,42.3511,MCLEAN SOUTHEAST,-70.916,41.9017,72865.1,3719.9
REGIS COLLEGE,-71.3091,42.3511,WHITTIER PAVILION,-71.0732,42.7785,67779.5,3580.9
REGIS COLLEGE,-71.3091,42.3511,VIBRA HOSPITAL OF WESTERN MASSACHUSETTS,-72.5474,42.1205,120123,5623
REGIS COLLEGE,-71.3091,42.3511,HEBREW REHABILITATION CENTER,-71.1318,42.2968,19332.5,1369.8
REGIS COLLEGE,-71.3091,42.3511,LEMUEL SATTUCK HOSPITAL,-71.1017,42.2996,22547,1661.5
REGIS COLLEGE,-71.3091,42.3511,HEBREW REHABILITATION CENTER AT DEDHAM,-71.195,42.2665,18172.9,1251.8
REGIS COLLEGE,-71.3091,42.3511,WESTWOOD/PEMBROKE HEALTH SYSTEM PEMBROKE,-70.7645,42.0976,63975.5,3509.9
REGIS COLLEGE,-71.3091,42.3511,WALDEN BEHAVIORAL CARE LLC,-71.2493,42.3696,6884.9,594
REGIS COLLEGE,-71.3091,42.3511,NEW ENGLAND SINAI HOSPITAL,-71.0988,42.1446,34673.1,2079.1
REGIS COLLEGE,-71.3091,42.3511,MARTHA'S VINEYARD HOSPITAL,-70.5798,41.4608,151637,9799.5
REGIS COLLEGE,-71.3091,42.3511,SOUTHCOAST HOSPITALS GROUP - ST. LUKE'S HOSPITAL,-70.9384,41.6264,101965,4943.4
REGIS COLLEGE,-71.3091,42.3511,BERKSHIRE MEDICAL CENTER - BERKSHIRE CAMPUS,-73.2492,42.46,199810,9434.4
REGIS COLLEGE,-71.3091,42.3511,CAPE COD HOSPITAL,-70.2729,41.6534,133753,6945.3
REGIS COLLEGE,-71.3091,42.3511,CARITAS CARNEY HOSPITAL,-71.0654,42.2775,27306.3,1962.1
REGIS COLLEGE,-71.3091,42.3511,CLINTON HOSPITAL,-71.6929,42.4275,41932.9,2905.2
REGIS COLLEGE,-71.3091,42.3511,HEYWOOD HOSPITAL,-71.9871,42.5863,80856.7,4444.9
REGIS COLLEGE,-71.3091,42.3511,UMASS MEMORIAL MEDICAL CENTER - MEMORIAL CAMPUS,-71.7923,42.2729,50293.2,2632.6
